,Ceele_1,Ceele_2,Ceele_3,Ceele_4,Ceele_5,Ceele_6,Ceele_7,cuentos_1,cuentos_2,cuentos_3,cuentos_4,cuentos_5,cuentos_6,cuentos_7,excale_1,excale_2,excale_3,excale_4,excale_5,excale_6,excale_7
vin,0,0,0,0,0,3,1,0,0,0,0,0,1,4,0,0,1,1,0,1,1
jal,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jia,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
quis,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
sy,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chia,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miom,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
quec,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cran,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iai,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grus,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dy,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beis,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lin,0,2,0,0,0,4,3,4,2,0,3,0,0,2,0,0,1,0,0,0,3
biel,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rren,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ful,0,0,1,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
lay,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ced,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
drin,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lit,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zy,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nis,0,0,2,0,0,1,1,0,1,0,9,4,0,2,0,0,0,0,0,0,0
quiel,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
som,0,0,0,0,0,1,0,0,1,1,0,1,2,2,5,28,33,39,15,9,6
st,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ket,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zal,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ken,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qo,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zos,0,0,0,0,0,1,0,1,2,2,0,1,1,3,0,0,0,0,0,0,0
tris,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4,1,1,2,0
feis,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fod,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pran,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pras,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
lai,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
aln,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crus,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ny,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xas,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bul,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hei,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ys,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ller,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
wen,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nel,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
exs,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
job,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
conn,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stru,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chai,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hua,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vdiar,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pian,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
hah,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rras,0,1,0,0,0,0,2,0,3,0,0,0,1,0,0,1,0,1,2,0,0
viz,0,1,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
mex,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pis,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pay,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jueg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
esqu,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nut,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lam,0,1,0,0,0,0,0,0,1,0,0,0,1,5,0,1,0,0,0,0,0
loj,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0
wi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
red,0,1,0,0,0,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0
rai,0,2,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
sior,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
paln,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dit,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gir,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
vaz,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mit,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rm,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
quu,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
voz,0,1,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0
brei,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ec,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eng,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tse,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ess,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nem,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dion,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
viem,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blen,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
prir,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jot,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gs,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chan,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
hian,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
puen,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lab,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pom,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sep,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xl,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ric,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chin,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
lal,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tul,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
soz,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
may,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tel,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
lic,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fan,0,0,0,0,0,0,4,1,0,0,0,0,0,4,0,0,0,0,0,0,0
jai,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tual,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0
av,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ger,0,0,0,0,0,0,2,1,2,1,0,0,1,0,0,0,0,0,0,0,0
llarr,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
him,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
puo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bian,0,0,0,0,0,0,1,0,0,3,1,0,1,0,0,0,1,1,0,2,1
pam,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0
zez,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grel,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
triz,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ty,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rrat,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mart,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
at,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
hot,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vec,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
gal,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
cli,0,0,1,0,0,0,2,0,0,2,0,1,1,0,0,2,0,0,0,0,0
ein,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
quan,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
quia,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carn,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lix,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aq,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ie,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sotr,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gez,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lag,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vet,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vian,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,1,0,1,0,0,1
hoy,0,0,0,0,0,0,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0
jie,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
bn,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
buel,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1
marr,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ot,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
let,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
trein,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
gey,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mam,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
saun,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jop,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dop,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pus,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
ip,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
duis,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
top,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
fria,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
gras,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
gei,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gru,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0
jac,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
did,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gand,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sim,0,0,0,0,0,0,1,0,0,1,2,1,1,0,0,0,1,0,0,0,0
gris,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
drill,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
guir,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0
riar,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
cep,0,0,0,0,0,0,1,0,2,3,1,3,2,0,0,0,0,1,0,0,0
bris,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
doy,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
roy,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bib,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tiend,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
llam,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ries,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
ndr,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ed,0,0,2,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ss,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
prei,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pimn,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sn,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zin,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ue,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
derr,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
box,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kris,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ky,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ceys,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jad,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bias,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bios,0,0,0,0,0,0,1,0,1,1,3,0,1,0,0,0,0,0,0,0,0
mias,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
but,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gros,0,0,0,0,0,0,1,0,3,0,0,0,0,3,0,0,0,0,0,0,0
juon,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cuon,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sog,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tox,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nab,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
char,0,0,1,0,0,0,2,3,1,1,1,1,0,1,0,0,1,2,0,0,0
req,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
doll,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cit,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tues,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cei,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
mih,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fies,0,0,0,0,0,0,1,1,0,5,3,1,0,0,0,0,0,0,0,0,0
mrr,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mont,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dax,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lien,0,0,1,0,0,0,1,1,3,0,5,0,0,1,0,0,0,1,3,0,0
ah,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
zia,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iar,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iay,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
quiar,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dreq,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
doi,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nayn,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paul,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ig,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
rus,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
oll,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ducs,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
say,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lour,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
llar,0,0,0,0,0,0,1,0,0,0,1,1,0,2,0,0,1,0,0,0,0
trei,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vei,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nx,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nv,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gren,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cra,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
dei,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
crib,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dies,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pel,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
dol,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pres,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0
ror,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
quies,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hox,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pier,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0
bit,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sam,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fro,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
lebn,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ls,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lios,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
win,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kin,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sec,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0
zas,0,0,0,0,0,0,1,2,1,1,2,4,1,5,0,0,0,0,0,0,0
jair,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
faus,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,0,0,0,0,0,0,2,1,2,0,0,1,0,0,0,0,0,0,0,1,0
yun,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
bay,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
comp,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cinh,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nex,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xos,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jias,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rt,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nqu,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
puel,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mau,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
llom,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jel,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vev,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qua,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nz,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chios,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chio,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cost,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xru,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ray,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
sux,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
graxn,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xes,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cher,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qir,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
quir,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hern,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ndez,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tlal,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sand,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wich,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
led,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ch,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
brian,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ms,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zaul,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xen,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yor,0,0,3,0,0,0,0,0,1,1,1,3,2,0,0,0,0,0,0,0,0
lux,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ic,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
biem,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sd,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ciem,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
